source,author,title,description,url,urlToImage,publishedAt,content,search_topic
"{'id': None, 'name': 'GlobeNewswire'}","Esperion Therapeutics, Inc.",Esperion Announces Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),"ANN ARBOR, Mich., Aug. 07, 2025 (GLOBE NEWSWIRE) -- Esperion (NASDAQ: ESPR) today announced that on August 5, 2025, the Company granted 12 new employees 73,500 restricted stock units (RSUs) under Esperion’s 2017 Inducement Equity Incentive Plan.",https://www.globenewswire.com/news-release/2025/08/07/3129837/0/en/Esperion-Announces-Inducement-Grants-Under-NASDAQ-Listing-Rule-5635-c-4.html,https://ml.globenewswire.com/Resource/Download/6af55bc4-856a-4007-b242-baeb422ba7e7,2025-08-07T21:30:00Z,"ANN ARBOR, Mich., Aug. 07, 2025 (GLOBE NEWSWIRE) -- Esperion (NASDAQ: ESPR) today announced that on August 5, 2025, the Company granted 12 new employees 73,500 restricted stock units (RSUs) under Esp… [+2394 chars]",healthcare
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,Famine kills nearly 200 in Gaza amid ‘apocalyptic’ battle for survival,"Two children died of starvation on Thursday, as WHO warns 12,000 children aged under five suffering acute malnutrition.",https://www.aljazeera.com/news/2025/8/7/famine-kills-nearly-200-in-gaza-amid-apocalyptic-battle-for-survival,https://www.aljazeera.com/wp-content/uploads/2025/08/2025-08-07T071355Z_1766595275_RC201GAXZ3Y2_RTRMADP_3_ISRAEL-PALESTINIANS-GAZA-MALNUTRITION-1754601803.jpg?resize=1920%2C1440,2025-08-07T21:24:34Z,"Gaza health authorities say nearly 200 people, including 96 children, have died of hunger in Gaza, as the starving population battles against the odds to get food from dangerous airdrops and deadly a… [+4794 chars]",healthcare
"{'id': 'breitbart-news', 'name': 'Breitbart News'}","Hannah Knudsen, Hannah Knudsen","Veteran Action Launches Campaign Against Democrat Ruben Gallego, Showcasing Record of Abandoning Veterans","The grassroots political organization Veteran Action has launched a digital ad campaign against Democrat Sen. Ruben Gallego (D-AZ), showcasing his record of abandoning veterans.
The post Veteran Action Launches Campaign Against Democrat Ruben Gallego, Showcas…",https://www.breitbart.com/politics/2025/08/07/veteran-action-launches-campaign-against-democrat-ruben-gallego-showcasing-record-of-abandoning-veterans/,https://media.breitbart.com/media/2025/08/AP25093626757892-640x335.jpg,2025-08-07T21:21:01Z,"The grassroots political organization Veteran Action has launched a digital ad campaign against Democrat Sen. Ruben Gallego (D-AZ), showcasing his record of abandoning veterans.
Veteran Action, whic… [+1728 chars]",healthcare
"{'id': None, 'name': 'Thefly.com'}",,Definitive Healthcare narrows FY25 adjusted EPS view to 22c-23c from 20c-23c,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4179062/DH-Definitive-Healthcare-narrows-FY-adjusted-EPS-view-to-cc-from-cc,https://thefly.com/images/meta/earnings.jpg,2025-08-07T21:08:27Z,"Earnings calls, analyst events, roadshows and more",healthcare
"{'id': None, 'name': 'Thefly.com'}",,"Definitive Healthcare sees Q3 EPS 5c-6c, consensus 6c","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4179035/DH-Definitive-Healthcare-sees-Q-EPS-cc-consensus-c,https://thefly.com/images/meta/earnings.jpg,2025-08-07T20:59:30Z,"Earnings calls, analyst events, roadshows and more",healthcare
"{'id': None, 'name': 'Thefly.com'}",,"Definitive Healthcare reports Q2 adjusted EPS 7c, consensus 5c","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4179032/DH-Definitive-Healthcare-reports-Q-adjusted-EPS-c-consensus-c,https://thefly.com/images/meta/earnings.jpg,2025-08-07T20:58:47Z,"Earnings calls, analyst events, roadshows and more",healthcare
"{'id': None, 'name': 'GlobeNewswire'}",Portnoy Law,"3D Systems Corporation Investors: Please contact the Portnoy Law Firm to recover your losses. August 12, 2025 Deadline to file Lead Plaintiff Motion.","Investors can contact the law firm at no cost to learn more about recovering their losses  LOS ANGELES, Aug.  07, 2025  (GLOBE NEWSWIRE) -- The Portnoy...",https://www.globenewswire.com/news-release/2025/08/07/3129803/0/en/3D-Systems-Corporation-Investors-Please-contact-the-Portnoy-Law-Firm-to-recover-your-losses-August-12-2025-Deadline-to-file-Lead-Plaintiff-Motion.html,https://ml.globenewswire.com/Resource/Download/ea0dd9c0-6e41-4d5a-ad27-b277677af6df,2025-08-07T20:48:00Z,"Investors can contact the law firm at no cost to learn more about recovering their losses
LOS ANGELES, Aug. 07, 2025 (GLOBE NEWSWIRE) -- The Portnoy Law Firm advises 3D Systems Corporation (""3D Syst… [+3247 chars]",healthcare
"{'id': None, 'name': 'Rolling Out'}",Dempsey May Ayuco,Teyana Taylor halts career for urgent vocal surgery,"Multi-talented artist confronts unexpected health setback amid career peak The entertainment world received sobering news this week as multi-hyphenate star Teyana Taylor announced an abrupt pause in her flourishing career. The singer, actress, and creative fo…",https://rollingout.com/2025/08/07/teyana-taylor-halts-career-for-surgery/,https://rollingout.com/wp-content/uploads/2025/06/Teyana-Taylor.png,2025-08-07T20:44:15Z,"Multi-talented artist confronts unexpected health setback amid career peak
The entertainment world received sobering news this week as multi-hyphenate star Teyana Taylor announced an abrupt pause in… [+4733 chars]",healthcare
"{'id': None, 'name': 'Thefly.com'}",,"American Healthcare REIT raises 2025 FFO outlook to $1.64-$1.68, consensus $1.65","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4178945/AHR-American-Healthcare-REIT-raises--FFO-outlook-to--consensus-,https://thefly.com/images/meta/earnings.jpg,2025-08-07T20:43:29Z,"Earnings calls, analyst events, roadshows and more",healthcare
"{'id': None, 'name': 'Thefly.com'}",,"American Healthcare REIT reports Q2 FFO 42c, consensus 40c","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4178943/AHR-American-Healthcare-REIT-reports-Q-FFO-c-consensus-c,https://thefly.com/images/meta/earnings.jpg,2025-08-07T20:42:39Z,"Earnings calls, analyst events, roadshows and more",healthcare
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,"Gilead posts flat quarterly profit, raises full-year outlook",,https://biztoc.com/x/93ba9ba433fcba0e,https://biztoc.com/cdn/93ba9ba433fcba0e_s.webp,2025-08-07T20:34:08Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump demand Intel CEO's resignation? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Trump's 401(k) cry… [+780 chars]",healthcare
"{'id': None, 'name': 'Thefly.com'}",,"AMN Healthcare sees Q3 revenue $610M-$625M, consensus $640.12M","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4178876/AMN-AMN-Healthcare-sees-Q-revenue-MM-consensus-M,https://thefly.com/images/meta/earnings.jpg,2025-08-07T20:32:54Z,"Earnings calls, analyst events, roadshows and more",healthcare
"{'id': None, 'name': 'Thefly.com'}",,"AMN Healthcare reports Q2 adjusted EPS 30c, consensus 19c","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4178867/AMN-AMN-Healthcare-reports-Q-adjusted-EPS-c-consensus-c,https://thefly.com/images/meta/earnings.jpg,2025-08-07T20:32:08Z,"Earnings calls, analyst events, roadshows and more",healthcare
"{'id': 'financial-post', 'name': 'Financial Post'}",Business Wire,"Doximity Acquires Pathway, a Leader in AI Clinical Reference","$63M acquisition brings physician AI team and datasets to Doximity’s AI suite SAN FRANCISCO — Doximity, Inc. (NYSE: DOCS), the leading digital platform for U.S. medical professionals, today announced that it has acquired Pathway Medical Inc., a Montreal-based…",https://financialpost.com/pmn/business-wire-news-releases-pmn/doximity-acquires-pathway-a-leader-in-ai-clinical-reference,,2025-08-07T20:28:38Z,"$63M acquisition brings physician AI team and datasets to Doximitys AI suite
THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY
Subscribe now to read the latest news in your city and across Canada.
<ul… [+4675 chars]",healthcare
"{'id': None, 'name': 'Yahoo Entertainment'}",Petr Huřťák,"Doximity (NYSE:DOCS) Reports Upbeat Q2, Stock Soars","Healthcare professional network Doximity (NYSE:DOCS) reported revenue ahead of Wall Street’s expectations in Q2 CY2025, with sales up 15.2% year on year to $...",https://finance.yahoo.com/news/doximity-nyse-docs-reports-upbeat-202151169.html,https://s.yimg.com/ny/api/res/1.2/nUT8rSTWlQHumWMMKhZ1vg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/stockstory_922/d4bf7317e9286bca21a9af7d582c482a,2025-08-07T20:21:51Z,"Healthcare professional network Doximity (NYSE:DOCS) reported revenue ahead of Wall Streets expectations in Q2 CY2025, with sales up 15.2% year on year to $145.9 million. On top of that, next quarter… [+4308 chars]",healthcare
"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,"First LLM with Infinite Context Attention is here, wiping out $1.2 billion RAG market value by allowing AI to live outside the Matrix","SAN FRANCISCO, Aug. 07, 2025 (GLOBE NEWSWIRE) — Silicon Valley startup, iFrame™ AI, has quietly secured a nearly $20 million deal with a leading cloud provider to launch the world’s first Large Attention Model with an infinite context window – a breakthrough …",https://financialpost.com/globe-newswire/first-llm-with-infinite-context-attention-is-here-wiping-out-1-2-billion-rag-market-value-by-allowing-ai-to-live-outside-the-matrix,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2025/08/thumbnail.png,2025-08-07T20:17:43Z,"Enabling new kinds of products
While other labs celebrate million-token context windows, iFrame has already tested its LAM on inputs exceeding one billion tokens with no loss in accuracy.
Imagine a… [+3455 chars]",healthcare
"{'id': None, 'name': 'GlobeNewswire'}","Health Catalyst, Inc.",Health Catalyst Reports Second Quarter 2025 Results,"SALT LAKE CITY, Aug. 07, 2025 (GLOBE NEWSWIRE) -- Health Catalyst, Inc. (“Health Catalyst,” Nasdaq: HCAT), a leading provider of data and analytics technology and services to healthcare organizations, today reported financial results for the quarter ended Jun…",https://www.globenewswire.com/news-release/2025/08/07/3129631/0/en/Health-Catalyst-Reports-Second-Quarter-2025-Results.html,https://ml.globenewswire.com/Resource/Download/95973775-03d2-4696-b65c-c43ff730af3a,2025-08-07T20:03:00Z,"SALT LAKE CITY, Aug. 07, 2025 (GLOBE NEWSWIRE) -- Health Catalyst, Inc. (Health Catalyst, Nasdaq: HCAT), a leading provider of data and analytics technology and services to healthcare organizations, … [+47200 chars]",healthcare
"{'id': None, 'name': 'GlobeNewswire'}","Progyny, Inc.","Progyny, Inc. Announces Second Quarter 2025 Results","Reports Record Revenue of $332.9 Million, Reflecting 9.5% GrowthGenerates $55.5 Million in Quarterly Operating Cash Flow and Record $105.3 Million over the First Half of 2025 Raises Full Year Guidance to Reflect Continued Increase in Pacing of Member Engageme…",https://www.globenewswire.com/news-release/2025/08/07/3129630/0/en/Progyny-Inc-Announces-Second-Quarter-2025-Results.html,https://ml.globenewswire.com/Resource/Download/1342dacd-99c3-4043-af8a-2fd5e9ea569f,2025-08-07T20:02:00Z,"Reports Record Revenue of $332.9 Million, Reflecting 9.5% GrowthGenerates $55.5 Million in Quarterly Operating Cash Flow and Record $105.3 Million over the First Half of 2025 Raises Full Year Guidanc… [+60920 chars]",healthcare
